time,order,avg_nn_distance
1,0.8918045805472196,29.713138724998903
2,0.8921820269648134,29.457771293197233
3,0.8925727482868885,29.13910705276429
4,0.8929638142196056,28.777350157122545
5,0.8959919474822429,30.24321858396525
6,0.8963693129620655,29.89918398230103
7,0.8967228281136641,29.528574516592823
8,0.8970520457276249,29.16409775164384
9,0.8973365687598573,28.76056656247238
10,0.8975926147387817,28.331365520307912
11,0.8978256841709655,27.883136833377375
12,0.901941253437405,25.830442949966958
13,0.9022907868436798,25.576760098144522
14,0.9026271597791832,25.33199452934686
15,0.9029562277856775,25.077888545997013
16,0.9032637014721844,24.82097354191928
17,0.9035111661868761,24.60554123405923
18,0.9036900608365503,24.42392809228193
19,0.9038085287401694,24.262790639678247
20,0.9038810556555363,24.112100876566295
21,0.9039254793563465,23.986668148871185
22,0.9039623607898092,23.89041595165408
23,0.903986626214396,23.80100914258225
24,0.9040197615854517,23.7264313158209
25,0.9040552109883804,23.679463802059367
26,0.9040957408027092,23.666712581111007
27,0.9041236204510587,23.632573909017573
28,0.9041233776371677,23.583217399867507
29,0.9040958688824259,23.549063210158362
30,0.9040710205325889,23.490203969685766
31,0.9040164723103359,23.478323408258294
32,0.9039555232759305,23.486414341742375
33,0.9038881217170497,23.469374782265206
34,0.9038149304255854,23.424144607190502
35,0.8997076000973142,23.044582208729597
36,0.8996981297872726,22.924286182850974
37,0.8996408046789369,22.753449864384002
38,0.8995443797612662,22.59388084598385
39,0.8994320297116264,22.45023708526173
40,0.8993088889775674,22.30023506336021
41,0.8991625766600357,22.141888641167014
42,0.8989790805248269,21.941138272983363
43,0.8987825219587482,21.759566332630524
44,0.9089887287560992,21.578611762362065
45,0.9089513555423294,21.389081564483266
46,0.9088849987951625,21.221551170666054
47,0.908794650662053,21.07371075494016
48,0.908681617457407,20.94142378698173
49,0.9133265264129286,21.111878766406974
50,0.9132350496147998,20.982820918129143
