time,order,avg_nn_distance
1,0.9111490499034565,30.518878587923393
2,0.9115017911030463,30.30811768468675
3,0.9118344125958662,30.113211910278547
4,0.9121039695693114,29.926030126554267
5,0.9123612083068633,29.695867738859732
6,0.9126087767981403,29.48511718586183
7,0.9128557928014736,29.268155044314746
8,0.9131250861790946,29.047578256278843
9,0.9134168720653071,28.804432232884725
10,0.9137613411589265,28.56548562877341
11,0.9141513324952656,28.319799928112733
12,0.9145643426338332,28.03280657776997
13,0.9149844773766677,27.632038337684953
14,0.9153921054900706,27.155425469085735
15,0.915769015120134,26.695998336272588
16,0.9161123318335045,26.257287476958563
17,0.916430628557836,25.84618318682475
18,0.9167331604996782,25.455361548734363
19,0.917014146084886,25.059254886516413
20,0.917243544899494,24.658171049089898
21,0.9174420272257069,24.235114224832884
22,0.9176136748435755,23.80198293498158
23,0.9177922398384986,23.35815916956428
24,0.917965466958087,22.939289344508442
25,0.9181025022449417,22.53221708856026
26,0.9181571011974153,22.115066262866375
27,0.9182589259254297,21.724788139084204
28,0.9183844323327723,21.31015933951465
29,0.9185293929511024,20.906003790205883
30,0.9187020657891459,20.5065051816821
31,0.9188884764559327,20.129746657123018
32,0.9190807767021498,19.748927775084223
33,0.9192720377578861,19.3424029327709
34,0.9194574274364976,18.93610675486739
35,0.9196380747823835,18.527396611645003
36,0.9198055142221164,18.125118587001626
37,0.9199323858547968,17.729802577175462
38,0.9200031753462643,17.345640826697732
39,0.9199852438166216,16.985466405704884
40,0.9199356084177995,16.64161199801496
41,0.9198744349553116,16.30881729154172
42,0.9198098905827966,16.01490501116729
43,0.9197537304867754,15.735334605761855
44,0.9197494123128689,15.4534525986587
45,0.9197427431223285,15.187219750679846
46,0.9197346946860201,14.920336371483424
47,0.9197336358257201,14.640124388061917
48,0.9197294148740763,14.364403694415227
49,0.9196955573663466,14.107302842940898
50,0.9196415041306685,13.862700133102031
