time,id,x,y
1,1,197.86954936365728,354.1872279225836
1,2,314.09059535917936,212.28350120765882
1,3,143.91238155573512,34.459913902149886
1,4,338.4175093977288,342.98141494564544
1,5,367.3471939440426,374.38817630256534
1,6,131.24521919485977,177.09371667582965
1,7,239.56424943053634,350.4487066213057
1,8,187.50251595618343,221.2161537237652
1,9,391.11071668031605,101.50907179434934
1,10,398.8291097022738,324.3995474819049
1,11,240.30162760511575,107.00968988539644
1,12,268.73265872937407,95.60388945354764
1,13,63.329081783725904,20.769794303243025
1,14,333.7564441242094,116.68098121955097
1,15,382.0419604583763,3.4693018708595456
1,16,123.23974473041078,236.57524315138454
1,17,111.30911349652878,375.725801692955
1,18,63.91681856624975,98.33141471989275
1,19,179.92430866518555,151.29952641423725
1,20,365.24504774086756,216.1779253172958
1,21,136.5528437516747,183.98262091585954
1,22,70.70892113831496,233.0237858547936
1,23,124.63877254529191,251.67658495803678
1,24,197.07319234150557,303.9965383905336
1,25,332.72764032429563,394.2111714938389
1,26,220.86475247797304,274.22692039532785
1,27,378.5630760243977,314.6987417453631
1,28,355.3204325299913,250.15401236717398
1,29,13.087921014104664,85.94941740417981
1,30,221.68137252726606,18.593826697418542
1,31,108.86889729284727,101.36964997576582
1,32,277.44216080737397,376.44445028321974
1,33,107.91458958487074,57.41367110972605
1,34,229.0669404762989,29.07879280112437
1,35,207.24729059192566,266.0462551227934
1,36,245.5942965568199,295.57244060249957
1,37,323.26409983887896,396.5674634652935
1,38,80.50320047647061,330.61744953281914
1,39,326.27790234368433,148.3326094422684
1,40,355.63015335434955,220.52061513078615
1,41,45.847967448941624,160.45016923818324
1,42,167.85461008778097,147.23073116979353
1,43,69.55302730619015,131.2636278959387
1,44,113.67923916194601,218.440828162664
1,45,18.55317671172579,276.3080142266429
1,46,112.41547795211571,169.4559747746933
1,47,381.6680351182424,89.69415930795667
1,48,291.99136741854,166.6113707029668
1,49,293.0804490002743,329.37578158698
1,50,87.42817631804829,351.3664145914805
2,1,196.90321181462917,354.4445054795883
2,2,313.19293114859613,211.8428210912047
2,3,143.99993338534188,35.45607386778418
2,4,339.0958560671187,343.7161569385434
2,5,367.67081336362605,373.4419889684351
2,6,130.4132459380829,176.5389009406454
2,7,238.59245579406593,350.6845394606551
2,8,187.76255240719087,220.25055492294393
2,9,390.90159841519693,100.5311814368994
2,10,397.857705325431,324.1621163621023
2,11,239.4397255327088,106.50261512011957
2,12,269.63411284953185,95.17101479588038
2,13,62.33154052508969,20.83987595075853
2,14,334.61185547102417,117.19893047164094
2,15,382.0528954605732,2.4693616597834263
2,16,122.3695416201205,237.06793630826937
2,17,112.24242467280664,375.3667331086499
2,18,63.27390091113445,99.09735002312732
2,19,179.38479814998425,150.4575475522774
2,20,364.72409645677124,217.0315117274491
2,21,135.9089757768315,184.74775752521197
2,22,70.04217154948027,232.27850403843902
2,23,124.96730218312854,250.73209129629896
2,24,197.74279185352066,303.2538160376256
2,25,332.0565195455636,394.9525195230088
2,26,219.89540316754378,273.98123377711215
2,27,379.56118621751256,314.63729223437923
2,28,355.8094211453578,249.28172220097815
2,29,12.125476639399867,86.22089636395219
2,30,222.324242051328,19.35980239875139
2,31,109.86292907913489,101.47874079962305
2,32,277.1160119329169,377.38976870136804
2,33,108.56272738982454,56.65214803995754
2,34,228.75363454369815,28.129140552879157
2,35,208.01856053040436,266.6827633175553
2,36,246.59405743429437,295.5943081097074
2,37,324.2523274015906,396.41447234039714
2,38,81.2952513241353,331.2279046537852
2,39,325.4788287828229,147.7313761727862
2,40,356.52331791465883,220.9703451255691
2,41,46.72723627734131,160.9264951008074
2,42,168.84382008756975,147.0842266431812
2,43,69.03996141992103,132.12197712343698
2,44,114.55748470084798,218.91903813056388
2,45,19.24023829717091,277.03461341313135
2,46,113.39565159428298,169.25783434166522
2,47,382.19748327298873,90.54250160410587
2,48,291.2607044777436,165.92863234389594
2,49,293.87109743754894,328.7635111821463
2,50,86.6880606818743,350.6939349671864
3,1,195.93687426560106,354.70178303659304
3,2,312.2952669380129,211.4021409747506
3,3,144.08748521494863,36.45223383341847
3,4,339.7742027365086,344.4508989314414
3,5,367.9944327832095,372.4958016343049
3,6,129.53605807864477,176.0587536098662
3,7,237.62066215759552,350.92037230000454
3,8,188.0225888581983,219.28495612212268
3,9,390.4543113708425,99.63679097409656
3,10,396.9217551744949,323.8099838373867
3,11,238.57782346030183,105.9955403548427
3,12,270.5355669696896,94.73814013821313
3,13,61.33399926645348,20.909957598274033
3,14,335.46726681783895,117.7168797237309
3,15,382.0638304627701,1.469421448707307
3,16,121.37429772544768,236.97052178103405
3,17,113.17573584908449,375.0076645243448
3,18,62.63098325601914,99.86328532636189
3,19,178.5919517489863,149.84812603606335
3,20,364.2031451726749,217.8850981376024
3,21,134.90953217948103,184.71440342928483
3,22,69.37542196064558,231.53322222208445
3,23,125.00697070434434,249.73287840185426
3,24,198.41239136553574,302.5110936847176
3,25,331.3853987668316,395.6938675521787
3,26,218.97419625783968,273.592160738322
3,27,380.5387359438989,314.84799708112433
3,28,356.2984097607243,248.40943203478233
3,29,11.16303226469507,86.49237532372457
3,30,222.94164718371184,20.146447746100563
3,31,110.85696086542251,101.58783162348028
3,32,276.7898630584598,378.33508711951634
3,33,109.21086519477835,55.89062497018902
3,34,228.4403286110974,27.179488304633946
3,35,208.82875381533495,267.2689261286014
3,36,247.59381831176884,295.61617561691526
3,37,325.24055496430225,396.2614812155008
3,38,81.85344744736747,332.05761369194767
3,39,324.6797552219615,147.13014290330403
3,40,357.4164824749681,221.42007512035207
3,41,47.606505105741,161.40282096343154
3,42,169.84173273431279,147.14880488619175
3,43,68.52689553365191,132.98032635093526
3,44,115.21433087247965,219.67306273680217
3,45,19.927299882616033,277.7612125996198
3,46,114.39068949626322,169.35733094272652
3,47,382.80072542374876,91.34005969449578
3,48,290.53004153694724,165.24589398482507
3,49,294.66174587482357,328.15124077731264
3,50,86.17089764752963,349.83804806116
4,1,194.97053671657295,354.95906059359777
4,2,311.39760272742967,210.9614608582965
4,3,144.17503704455538,37.44839379905276
4,4,340.4525494058985,345.18564092433934
4,5,368.31805220279296,371.54961430017465
4,6,128.54754565049188,175.90761400755343
4,7,236.6488685211251,351.156205139354
4,8,188.28262530920574,218.31935732130142
4,9,389.61851281670477,99.08775474860565
4,10,396.01287447438256,323.39292763857964
4,11,237.71592138789487,105.48846558956583
4,12,271.4370210898474,94.30526548054587
4,13,60.33645800781727,20.980039245789538
4,14,336.3226781646537,118.23482897582086
4,15,382.074765464967,0.46948123763118776
4,16,120.53782275140357,236.42251665533
4,17,114.10904702536234,374.64859594003974
4,18,61.98806560090384,100.62922062959646
4,19,177.79910534798836,149.2387045198493
4,20,363.6821938885786,218.7386845477557
4,21,134.02686013274342,184.24441400609743
4,22,68.70867237181089,230.78794040572987
4,23,124.86531966778594,248.7429617468565
4,24,199.08199087755082,301.7683713318096
4,25,330.7142779880996,396.4352155813486
4,26,218.08650304555712,273.1317253347446
4,27,381.47518956946783,315.1987884823286
4,28,356.78739837609083,247.5371418685865
4,29,11.283568780596402,87.4850842177788
4,30,223.55905231609566,20.933093093449735
4,31,111.85099265171013,101.69692244733751
4,32,276.4637141840027,379.28040553766465
4,33,109.85900299973216,55.12910190042051
4,34,228.12702267849667,26.229836056388734
4,35,209.65666406244338,267.82978673760584
4,36,248.59357918924331,295.6380431241231
4,37,326.2287825270139,396.10849009060445
4,38,82.2568295681214,332.97264531143196
4,39,323.8806816611001,146.52890963382185
4,40,358.3096470352774,221.86980511513502
4,41,48.48577393414069,161.8791468260557
4,42,170.83964538105582,147.2133831292023
4,43,68.01382964738279,133.83867557843354
4,44,115.70441059409492,220.54474035293183
4,45,20.614361468061155,278.48781178610824
4,46,115.33592331339145,169.68372492391674
4,47,383.4330891725783,92.11473129534754
4,48,289.79937859615086,164.5631556257542
4,49,295.4523943120982,327.53897037247896
4,50,85.79460975495006,348.9115452700698
5,1,194.00419916754484,355.2163381506025
5,2,310.49993851684644,210.5207807418424
5,3,144.26258887416213,38.44455376468705
5,4,341.1308960752884,345.9203829172373
5,5,368.6416716223764,370.6034269660444
5,6,127.5868623859994,175.62996735202873
5,7,235.6770748846547,351.3920379787034
5,8,188.54266176021318,217.35375852048017
5,9,388.62670288377427,99.21547732664277
5,10,395.12209219223246,322.93849730749747
5,11,236.8540193154879,104.98139082428897
5,12,272.3384752100052,93.87239082287861
5,13,59.33891674918106,21.050120893305042
5,14,337.1780895114685,118.75277822791082
5,15,382.0857004671639,399.4695410265551
5,16,120.00152501308999,235.57848778385716
5,17,115.0423582016402,374.28952735573466
5,18,61.34514794578853,101.39515593283103
5,19,177.0062589469904,148.62928300363527
5,20,363.16124260448225,219.592270957909
5,21,133.2113034028016,183.66573687656265
5,22,68.0419227829762,230.0426585893753
5,23,124.61983602231867,247.77356101454396
5,24,199.7515903895659,301.0256489789016
5,25,330.04315720936756,397.1765636105185
5,26,217.19880983327457,272.6712899311672
5,27,382.38114650078825,315.62215834260735
5,28,357.27638699145734,246.66485170239068
5,29,11.404105296497734,88.47779311183304
5,30,224.17645744847948,21.719738440798906
5,31,112.84502443799775,101.80601327119474
5,32,276.1375653095456,380.22572395581295
5,33,110.50714080468596,54.36757883065199
5,34,227.81371674589593,25.280183808143523
5,35,210.48457430955182,268.3906473466103
5,36,249.5933400667178,295.65991063133094
5,37,327.21701008972553,395.9554989657081
5,38,82.56837027216842,333.92287811960153
5,39,323.08160810023867,145.92767636433967
5,40,358.392735567755,222.8663472847248
5,41,49.36504276254038,162.35547268867984
5,42,171.83755802779885,147.27796137221284
5,43,67.50076376111367,134.69702480593182
5,44,116.08949057764448,221.4676235558722
5,45,21.301423053506277,279.2144109725967
5,46,116.23266369755693,170.126281907148
5,47,384.0654529214079,92.8894028961993
5,48,289.0687156553545,163.88041726668334
5,49,296.2430427493728,326.9266999676453
5,50,85.50014202671315,347.95588384622397
6,1,193.03786161851673,355.4736157076072
6,2,309.6022743062632,210.0801006253883
6,3,144.3501407037689,39.44071373032134
6,4,341.8092427446783,346.65512491013527
6,5,368.96529104195986,369.6572396319142
6,6,126.62462036896606,175.35777201655137
6,7,234.7052812481843,351.6278708180528
6,8,188.80269821122062,216.38815971965892
6,9,387.6348929508438,99.34319990467989
6,10,394.2428356491856,322.46214876755073
6,11,235.99211724308094,104.4743160590121
6,12,273.23992933016297,93.43951616521136
6,13,58.34137549054485,21.120202540820546
6,14,338.0335008582833,119.27072748000079
6,15,382.0966354693608,398.46960081547894
6,16,119.89530413108281,234.58414522506484
6,17,115.97566937791805,373.9304587714296
6,18,60.70223029067323,102.1610912360656
6,19,176.21341254599247,148.01986148742122
6,20,362.6402913203859,220.4458573680623
6,21,132.43520836445984,183.03512091461647
6,22,67.37517319414151,229.29737677302072
6,23,124.32814652515373,246.81704795282255
6,24,200.421189901581,300.2829266259936
6,25,329.37203643063555,397.9179116396884
6,26,216.311116620992,272.21085452758985
6,27,383.26808788449256,316.0840403425518
6,28,357.55168718982753,245.70349339209358
6,29,11.524641812399066,89.47050200588727
6,30,224.7938625808633,22.506383788148078
6,31,113.83905622428537,101.91510409505197
6,32,275.8114164350885,381.17104237396126
6,33,111.15527860963977,53.60605576088348
6,34,227.5004108132952,24.33053155989831
6,35,211.31248455666025,268.9515079556148
6,36,250.59310094419226,295.6817781385388
6,37,328.2052376524372,395.80250784081176
6,38,82.82678966737039,334.8889109431554
6,39,322.28253453937725,145.3264430948575
6,40,358.14958659442857,223.83633624176005
6,41,50.244311590940065,162.831798551304
6,42,172.83547067454188,147.3425396152234
6,43,66.98769787484456,135.5553740334301
6,44,116.42189050926788,222.4107620851757
6,45,21.988484638951398,279.9410101590851
6,46,117.09621171278089,170.63054852849308
6,47,384.69781667023744,93.66407449705106
6,48,288.3380527145581,163.19767890761247
6,49,297.03369118664745,326.3144295628116
6,50,85.25239791558579,346.9870583431525
7,1,192.07152406948862,355.73089326461195
7,2,308.70461009568,209.6394205089342
7,3,144.43769253337564,40.43687369595563
7,4,342.48758941406817,347.38986690303324
7,5,369.2889104615433,368.71105229778397
7,6,125.6423228775824,175.1704443933311
7,7,233.73348761171388,351.86370365740225
7,8,189.06273466222805,215.42256091883766
7,9,386.6430830179133,99.47092248271701
7,10,393.3708121812195,321.9726847021524
7,11,235.13021517067398,103.96724129373523
7,12,274.14138345032075,93.0066415075441
7,13,57.34383423190864,21.19028418833605
7,14,338.88891220509805,119.78867673209075
7,15,382.1075704715577,397.4696606044028
7,16,120.58651686447371,233.86149388645245
7,17,116.9089805541959,373.5713901871245
7,18,60.05931263555792,102.92702653930017
7,19,175.42056614499452,147.41043997120718
7,20,362.1193400362896,221.2994437782156
7,21,131.67810076348385,182.38183071834501
7,22,66.70842360530682,228.55209495666614
7,23,124.04356128252829,245.8583972136689
7,24,201.09078941359607,299.5402042730856
7,25,328.70091565190353,398.6592596688583
7,26,215.42342340870945,271.75041912401247
7,27,384.1437820093325,316.56690657632765
7,28,357.7454920125916,244.72245328553657
7,29,11.645178328300398,90.4632108999415
7,30,225.41126771324713,23.29302913549725
7,31,114.833088010573,102.0241949189092
7,32,275.4852675606314,382.11636079210956
7,33,111.80341641459357,52.84453269111496
7,34,227.18710488069445,23.3808793116531
7,35,212.1403948037687,269.51236856461924
7,36,251.59286182166673,295.70364564574663
7,37,329.1934652151488,395.6495167159154
7,38,83.05440514594945,335.8626620375893
7,39,321.48346097851584,144.72520982537532
7,40,357.8113402352961,224.77739383858056
7,41,51.12358041933975,163.30812441392814
7,42,173.8333833212849,147.40711785823393
7,43,66.47463198857544,136.41372326092838
7,44,116.74808552266342,223.35606458344589
7,45,22.67554622439652,280.66760934557357
7,46,117.89018942156488,171.23849539948932
7,47,385.330180419067,94.43874609790282
7,48,287.6073897737617,162.5149405485416
7,49,297.82433962392207,325.7021591579779
7,50,85.03152362118324,346.01175605869287
8,1,191.1051865204605,355.9881708216167
8,2,307.80694588509675,209.1987403924801
8,3,144.5252443629824,41.433033661589924
8,4,343.16593608345806,348.1246088959312
8,5,369.61252988112676,367.76486496365374
8,6,124.64749805425974,175.06883941854622
8,7,232.76169397524347,352.0995364967517
8,8,189.3227711132355,214.4569621180164
8,9,385.6512730849828,99.59864506075414
8,10,392.5033497501258,321.47518200804814
8,11,234.26831309826701,103.46016652845836
8,12,275.0428375704785,92.57376684987685
8,13,56.346292973272426,21.260365835851555
8,14,339.7443235519128,120.30662598418071
8,15,382.1185054737546,396.46972039332667
8,16,121.4608402489695,234.34683770203458
8,17,117.84229173047376,373.21232160281943
8,18,59.41639498044262,103.69296184253474
8,19,174.62771974399658,146.80101845499314
8,20,362.0768966835908,222.2985426531082
8,21,130.92538828581812,181.72348132329228
8,22,66.04167401647213,227.80681314031156
8,23,123.76182071740304,244.898906591535
8,24,201.76038892561115,298.7974819201776
8,25,328.0297948731715,399.4006076980282
8,26,214.5357301964269,271.2899837204351
8,27,385.0194761341724,317.0497728101035
8,28,357.8941655502424,243.73356695273466
8,29,11.76571484420173,91.45591979399573
8,30,226.02867284563095,24.07967448284642
8,31,115.82711979686061,102.13328574276643
8,32,275.15911868617434,383.06167921025786
8,33,112.45155421954738,52.08300962134645
8,34,226.8737989480937,22.43122706340789
8,35,212.96830505087712,270.0732291736237
8,36,252.5926226991412,295.7255131529545
8,37,330.18169277786046,395.49652559101906
8,38,83.26385563113037,336.84048129198015
8,39,320.6843874176544,144.12397655589314
8,40,357.4454395859632,225.70804775643498
8,41,52.00284924773944,163.7844502765523
8,42,174.83129596802794,147.47169610124448
8,43,65.96156610230632,137.27207248842666
8,44,117.080734686114,224.2991152364098
8,45,23.36260780984164,281.394208532062
8,46,118.61357211857758,171.92894269918907
8,47,385.96254416789657,95.21341769875458
8,48,286.87672683296535,161.83220218947073
8,49,298.6149880611967,325.08988875314424
8,50,84.81064932678069,345.0364537742332
9,1,190.1388489714324,356.2454483786214
9,2,306.9092816745135,208.758060276026
9,3,144.61279619258914,42.429193627224215
9,4,343.84428275284796,348.85935088882917
9,5,369.9361493007102,366.8186776295235
9,6,123.69082588452157,175.36000665511045
9,7,231.78990033877307,352.3353693361011
9,8,189.58280756424293,213.49136331719515
9,9,384.6594631520523,99.72636763879126
9,10,391.63588731903207,320.9776793139439
9,11,233.40641102586005,102.95309176318149
9,12,275.9442916906363,92.14089219220959
9,13,55.348751714636215,21.33044748336706
9,14,340.5997348987276,120.82457523627068
9,15,382.1294404759515,395.46978018225053
9,16,121.32685597685179,235.3378211604359
9,17,118.77560290675162,372.85325301851435
9,18,58.77347732532731,104.45889714576931
9,19,173.83487334299863,146.1915969387791
9,20,362.3797062706901,223.2515937293684
9,21,130.15285833377894,181.088502998306
9,22,65.37492442763744,227.06153132395698
9,23,123.43807318921029,243.95276308339837
9,24,202.42998843762624,298.05475956726957
9,25,327.3586740944395,0.1419557271980807
9,26,213.64803698414434,270.8295483168577
9,27,385.89517025901233,317.5326390438793
9,28,358.0206643189958,242.7416001884205
9,29,11.886251360103062,92.44862868804996
9,30,226.64607797801477,24.866319830195593
9,31,116.82115158314824,102.24237656662366
9,32,274.83296981171725,384.00699762840617
9,33,113.09969202450118,51.321486551577934
9,34,226.56049301549297,21.481574815162677
9,35,213.79621529798555,270.63408978262817
9,36,253.59238357661567,295.7473806601623
9,37,331.1699203405721,395.3435344661227
9,38,83.47330611631129,337.818300546371
9,39,319.885313856793,143.52274328641096
9,40,357.08000544724854,226.63888495501584
9,41,52.88211807613913,164.26077613917644
9,42,175.82920861477098,147.53627434425502
9,43,65.4485002160372,138.13042171592494
9,44,117.41033001603739,225.24323753701108
9,45,24.049669395286763,282.12080771855045
9,46,119.29925647530573,172.6568417051908
9,47,386.59490791672613,95.98808929960634
9,48,286.14606389216897,161.14946383039987
9,49,299.4056364984713,324.47761834831056
9,50,84.58977503237814,344.0611514897736
10,1,189.17251142240428,356.50272593562613
10,2,306.0116174639303,208.31738015957188
10,3,144.7003480221959,43.42535359285851
10,4,344.52262942223786,349.59409288172714
10,5,370.25976872029366,365.8724902953933
10,6,124.23653919209309,176.1979786032921
10,7,230.81810670230266,352.57120217545054
10,8,189.84284401525036,212.5257645163739
10,9,383.6676532191218,99.85409021682838
10,10,390.76842488793835,320.48017661983965
10,11,232.5445089534531,102.44601699790462
10,12,276.8457458107941,91.70801753454234
10,13,54.351210456000004,21.400529130882564
10,14,341.4551462455424,121.34252448836064
10,15,382.1403754781484,394.4698399711744
10,16,120.44555361192572,234.86526836806692
10,17,119.70891408302947,372.4941844342093
10,18,58.13055967021201,105.22483244900388
10,19,173.0420269420007,145.58217542256506
10,20,362.87248250986744,224.1217497947396
10,21,129.36813274476464,180.46865967137074
10,22,64.70817483880275,226.3162495076024
10,23,123.11842825346933,243.00522568832884
10,24,203.09958794964132,297.31203721436157
10,25,326.6875533157075,0.8833037563679816
10,26,212.76034377186178,270.36911291328033
10,27,386.77086438385226,318.01550527765517
10,28,358.1398831223202,241.74873218262422
10,29,12.006787876004394,93.4413375821042
10,30,227.2634831103986,25.652965177544765
10,31,117.81518336943586,102.35146739048089
10,32,274.50682093726016,384.9523160465545
10,33,113.74782982945499,50.55996348180942
10,34,226.24718708289222,20.531922566917466
10,35,214.624125545094,271.19495039163263
10,36,254.59214445409015,295.76924816737016
10,37,332.15814790328375,395.1905433412264
10,38,83.68275660149222,338.79611980076186
10,39,319.0862402959316,142.92151001692878
10,40,356.7375902295707,227.57843368643034
10,41,53.76138690453882,164.7371020018006
10,42,176.827121261514,147.60085258726556
10,43,64.93543432976809,138.98877094342322
10,44,117.72723532070395,226.19169471995303
10,45,24.736730980731885,282.8474069050389
10,46,119.96656350671167,173.40162444252846
10,47,387.2272716655557,96.7627609004581
10,48,285.4154009513726,160.466725471329
10,49,300.19628493574595,323.8653479434769
10,50,84.3689007379756,343.08584920531393
11,1,188.20617387337617,356.76000349263086
11,2,305.11395325334706,207.87670004311778
11,3,144.78789985180265,44.4215135584928
11,4,345.20097609162775,350.3288348746251
11,5,370.5833881398771,364.92630296126305
11,6,125.11440271055683,176.67688949578724
11,7,229.84631306583225,352.80703501479996
11,8,190.1028804662578,211.56016571555264
11,9,382.6758432861913,99.9818127948655
11,10,389.90096245684464,319.9826739257354
11,11,231.68260688104613,101.93894223262775
11,12,277.74719993095187,91.27514287687508
11,13,53.35366919736379,21.47061077839807
11,14,342.31055759235716,121.8604737404506
11,15,382.15131048034533,393.46989976009826
11,16,119.59051199893509,234.34670897893741
11,17,120.64222525930732,372.1351158499042
11,18,57.487642015096704,105.99076775223845
11,19,172.24918054100274,144.97275390635102
11,20,363.453730886072,224.93547599264625
11,21,128.54992253275273,179.89374050404422
11,22,64.04142524996806,225.57096769124783
11,23,122.84647268520565,242.04291587912476
11,24,203.7691874616564,296.56931486145356
11,25,326.01643253697546,1.6246517855378826
