time,order,avg_nn_distance
1,0.9156447415873368,30.926962762781937
2,0.9158052601423049,30.516899621252552
3,0.9181083648692605,30.61802930560569
4,0.9183168391927784,30.1187546529396
5,0.9185144056938331,29.4719463044979
6,0.9186943751088937,28.91108700518115
7,0.9153269713210832,29.081201135849607
8,0.915560539927191,28.8158624519456
9,0.9157212101048259,28.65965690288133
10,0.9157912522963355,28.58333673085221
11,0.9217761307260841,28.74010683071073
12,0.9216830843453109,28.568368604844252
13,0.9214771052022865,28.520511273663473
14,0.9211315023909686,28.479954850579446
15,0.9206098773799334,28.443877523922186
16,0.9199120880647843,28.44791746991816
17,0.9190007995452629,28.35700523016841
18,0.9178838336271338,28.175170472668565
19,0.9175745510990226,26.694512427541397
20,0.9176046578972966,26.472211056267756
21,0.9176097823137935,26.352600222493155
22,0.9176081553540447,26.272824699396327
23,0.9176212174034323,26.164473512107314
24,0.9176339656487685,26.11458072529285
25,0.9176765968036,26.049958796526408
26,0.917756646153887,25.916044771747938
27,0.9178642251422515,25.687614450139048
28,0.9179517571135766,25.451987611155996
29,0.918069999662579,25.23429943400272
30,0.9181975389364808,25.021846690428912
31,0.9182915700620764,24.793740855649926
32,0.9183659220594653,24.459361090570425
33,0.9184264264819477,24.11246698103308
34,0.9184590835425585,23.75911444533181
35,0.9184749610179422,23.500605540827834
36,0.9185109649703312,23.339073691803183
37,0.9185535492496488,23.27225915776085
38,0.9186039988593245,23.114190076407795
39,0.9186612538253887,22.890890400792482
40,0.9187156606027913,22.662737875741282
41,0.9187385795474493,22.406425157480594
42,0.9187663337199053,22.151696308595806
43,0.9188279923922156,21.85916973640016
44,0.9188688478269137,21.60560329856081
45,0.9189127865609626,21.33162056257528
46,0.9189736300585697,21.086745742867198
47,0.9190478733315941,20.821224188219183
48,0.9191680956294077,20.545904220170026
49,0.9192882355240235,20.239554991961167
50,0.9194127014005042,19.944060919891374
