time,order,avg_nn_distance
1,0.9161183452747782,29.966227230480442
2,0.9160847256563551,29.754772401688115
3,0.9160065538034923,29.622641280812587
4,0.9125430849598193,28.94471567580599
5,0.9126197542586952,28.709662602124116
6,0.9126755875227667,28.407880354103824
7,0.9127107695726698,28.095113342117056
8,0.9127293325328145,27.747451203845365
9,0.9127295431028554,27.42472787336842
10,0.9127142501530802,27.087456175021362
11,0.9127035014496147,26.783962965202683
12,0.9126574992379602,26.470488193754754
13,0.9125082361680638,26.23162555131341
14,0.9122364638648328,26.078447429180805
15,0.9118550041116714,26.03641735835575
16,0.9114446691312917,26.061203773280774
17,0.9110801261124132,26.18130665315389
18,0.9107838999009065,26.37500862355042
19,0.9105451532476523,26.62963739678095
20,0.9103277976210471,26.934490108957206
21,0.9101060516439895,27.28634766285687
22,0.9098819922272723,27.636376501193862
23,0.909655888793413,27.986774452983106
24,0.913248997937372,28.942396180599207
25,0.9084322125567916,29.422868678452605
26,0.9084799557202811,29.50353921078865
27,0.9085229711286008,29.553860004412265
28,0.908561186903709,29.58275446329528
29,0.9085945102977587,29.52811488378383
30,0.9086217194241832,29.432256469138434
31,0.9086442035190568,29.30128727272435
32,0.9086620186244412,29.10915828559114
33,0.9086739800225716,28.868768374659076
34,0.908678652414661,28.652657193430755
35,0.9154238200429345,29.78166943180422
36,0.9154454661350206,29.788294730065807
37,0.9154623857548924,29.832563358559145
38,0.9154720060103834,29.953207810850472
39,0.918007207749276,30.132105193092862
40,0.9180803968986153,30.182357213538467
41,0.9181462762062587,30.143866581445547
42,0.9182042787521274,30.07772530560077
43,0.9182537841563101,29.98651777020443
44,0.924903374213265,27.745857776215708
45,0.9249769078644112,27.67612435356805
46,0.9289039844847686,28.24027820293493
47,0.9290284345888282,28.250848199313083
48,0.9291417492257986,28.35338346990285
49,0.92924064253954,28.509038374850746
50,0.9293283107665461,28.69105179925613
