time,order,avg_nn_distance
1,0.9134118913575527,29.836050134858013
2,0.9142127579602668,29.831404467828015
3,0.9150057362524541,29.852872472669468
4,0.9157863093643712,29.86959608933218
5,0.9165493896588635,29.872495165360665
6,0.9172948707758296,29.829511815931195
7,0.9180205865532014,29.770341570866822
8,0.9187404885080059,29.686108154252242
9,0.9194496096169594,29.5682091218187
10,0.9245373144134429,30.337869670170416
11,0.9251290913833189,30.227031384315445
12,0.9256654408042203,30.12606642376178
13,0.9261558375909152,30.009131883738906
14,0.9266080231794994,29.894782494747773
15,0.9270284800119526,29.78640900329723
16,0.9274264364754187,29.65064861992374
17,0.9243286876008909,30.420086948959007
18,0.9247247240725364,30.261976648643245
19,0.9251105505499985,30.070729177875165
20,0.9254122570836364,29.82424760545767
21,0.9243667396887245,28.985947566840114
22,0.9246665570941792,28.70844783397501
23,0.9249261662226038,28.437862970823474
24,0.9250848983580291,28.249926319208786
25,0.9251301769285354,28.081748261928126
26,0.9251155505921345,27.89718989691333
27,0.9251137560430724,27.70953258783602
28,0.9251571353784377,27.524898024677995
29,0.9252198681904146,27.329375498566574
30,0.9254569510708928,27.171962976555196
31,0.9258869549036697,26.987013986704948
32,0.9263835234138356,26.812312304589685
33,0.9268872206708321,26.626061661411583
34,0.9274048443599638,26.44240822884545
35,0.9278995670824398,26.269364345881826
36,0.9283701260665156,26.13801482813683
37,0.9288506555692176,25.98438066411316
38,0.9293419539862693,25.79821418722541
39,0.9297657260177239,25.613056708702445
40,0.9301921276104642,25.44857643645753
41,0.9305795962515188,25.294469486941964
42,0.9308984056244506,25.1531314859493
43,0.9311936586952821,24.945222359681456
44,0.9314832007315431,24.726670038260373
45,0.9317344657785332,24.52393736029903
46,0.9319442270235403,24.342906752821847
47,0.932151497993781,24.17636395418666
48,0.9323665591613601,24.034050550105604
49,0.9325457877181352,23.92994531741164
50,0.9326781489090097,23.785053761967188
