time,order,avg_nn_distance
1,0.9177276164841394,32.77497445534864
2,0.9177361453832326,32.73787283328821
3,0.917719696928399,32.68322229790786
4,0.9176953687307501,32.61553187407356
5,0.9176666328366038,32.411803619320395
6,0.9176506126979558,32.32260499661734
7,0.91764363256509,32.20276377073885
8,0.9176294179211966,32.0609734245774
9,0.917627044417751,31.88263307059101
10,0.9176290902275318,31.656653486215202
11,0.9176298808947343,31.427302894187786
12,0.9176291633706551,31.197473129548975
13,0.9176297246933036,30.971220182809244
14,0.917634683639729,30.713788169043568
15,0.9176458930708072,30.47395061682347
16,0.9176635128799395,30.225610321564936
17,0.9176870670374515,29.925426509283913
18,0.9177135433215138,29.602749132898456
19,0.9177445951480054,29.290749326160057
20,0.9177864032434576,29.037574683133485
21,0.9178275921217061,28.8007599773725
22,0.9178695585955754,28.545175330529343
23,0.9179224843682308,28.314931802944393
24,0.9174004788959792,27.52269511266827
25,0.9232196902750027,27.750726277541702
26,0.9236021318239189,27.388876930320695
27,0.9239820897294151,27.031481961511666
28,0.9243550682485967,26.695452688542087
29,0.9247165807641343,26.389816672927495
30,0.9250662677904554,26.102850259082103
31,0.9185903469283835,25.50690773349229
32,0.9189221258480734,25.307392028038866
33,0.9192641016149591,25.146319481689364
34,0.919603026740808,25.01866616901785
35,0.9199264552681033,24.924847977528607
36,0.9202367434527262,24.86354654559659
37,0.9205437771926992,24.852174395419762
38,0.9208362739311612,24.838506030124105
39,0.9210828128395544,24.836856675614886
40,0.9213252640683258,24.851647163135357
41,0.9146591669089638,25.087340327203055
42,0.9149418532788193,24.95898188416533
43,0.9152556298831936,24.853058625661774
44,0.9155648323733822,24.722813141170217
45,0.9158585738838467,24.59715139840573
46,0.9161297855119435,24.467513764545448
47,0.916379875832657,24.352023801810024
48,0.916614893724352,24.235747475566292
49,0.916832529228437,24.123513960932854
50,0.9170299914052493,24.03316408897159
