time,order,avg_nn_distance
1,0.9262835208582346,33.762749129898296
2,0.9238124898784251,32.41102617485899
3,0.9236679241937619,32.09529475610474
4,0.923519380287312,31.69848984482175
5,0.9233849009058591,31.31169240261711
6,0.9232570565454274,30.93237722047494
7,0.9231374008789524,30.554629340734934
8,0.9230247893420136,30.149515204597932
9,0.9311207721847103,29.838353934778283
10,0.9309895611158134,29.279720716326064
11,0.930849247125072,28.67869654677591
12,0.930705868443158,28.082520665087632
13,0.9305648446286098,27.53212635381408
14,0.9304396244351802,27.055809273642307
15,0.9303270678013955,26.559473612682538
16,0.9302261760207948,26.036621566262184
17,0.9301345517986006,25.64215956275733
18,0.9299600331134127,25.224996817741797
19,0.9297478214600732,24.797021433629165
20,0.9295000662088475,24.399600648611663
21,0.9292708534104821,23.993683656999423
22,0.9290290774418263,23.56537831855157
23,0.928764356807883,23.145074634553797
24,0.9284800487166963,22.782708213643783
25,0.9281754405063332,22.297709707901006
26,0.9278562289290777,21.780258270291892
27,0.9275332569430453,21.287618487763474
28,0.92387298754663,20.485741225197536
29,0.923559653041069,20.03827759814198
30,0.9232380460127548,19.56767270296285
31,0.9228808030982261,19.16865600879297
32,0.9225181267214698,18.75548463340536
33,0.9221563545885632,18.34707268675584
34,0.921792383022103,17.944013347957416
35,0.9214267823721332,17.621407481451865
36,0.9210388530037967,17.3115767664123
37,0.920607546098065,17.081517448823647
38,0.9201636835747682,16.887365509738956
39,0.9196839576478196,16.71278504879278
40,0.9191996751250376,16.529752854004506
41,0.9113865038297355,18.186882799835587
42,0.9079515616665091,17.163068570333404
43,0.9077364529252873,16.889041452307996
44,0.9075330948833245,16.635358718468375
45,0.9073150188026214,16.427202184676286
46,0.907126802021029,16.206863328967525
47,0.9069594246867012,15.988603401100866
48,0.9067902098622528,15.788665583275767
49,0.9066090135375161,15.589314409643869
50,0.9064165222428067,15.446523432072008
